1 1.41421  0.346574 0.346574
4188 inf  inf inf
4189 inf  inf inf
4190 inf  inf inf
4191 inf  inf inf
4192 inf  inf inf
4193 inf  inf inf
4194 inf  inf inf
4195 inf  inf inf
4196 inf  inf inf
4197 inf  inf inf
4198 inf  inf inf
4199 inf  inf inf
4200 inf  inf inf
4201 inf  inf inf
4202 inf  inf inf
4203 inf  inf inf
4204 inf  inf inf
4205 inf  inf inf
4206 inf  inf inf
4207 inf  inf inf
4208 inf  inf inf
4209 inf  inf inf
4210 inf  inf inf
4211 inf  inf inf
4212 inf  inf inf
4213 inf  inf inf
4214 inf  inf inf
4215 inf  inf inf
4216 inf  inf inf
4217 inf  inf inf
4218 inf  inf inf
4219 inf  inf inf
4220 inf  inf inf
4221 inf  inf inf
4222 inf  inf inf
4223 inf  inf inf
4224 inf  inf inf
4225 inf  inf inf
4226 inf  inf inf
4227 inf  inf inf
4228 inf  inf inf
4229 inf  inf inf
4230 inf  inf inf
4231 inf  inf inf
4232 inf  inf inf
4233 inf  inf inf
4234 inf  inf inf
4235 inf  inf inf
4236 inf  inf inf
4237 inf  inf inf
4238 inf  inf inf
4239 inf  inf inf
4240 inf  inf inf
4241 inf  inf inf
4242 inf  inf inf
4243 inf  inf inf
4244 inf  inf inf
4245 inf  inf inf
4246 inf  inf inf
4247 inf  inf inf
4248 inf  inf inf
4249 inf  inf inf
4250 inf  inf inf
4251 inf  inf inf
4252 inf  inf inf
4253 inf  inf inf
4254 inf  inf inf
4255 inf  inf inf
4256 inf  inf inf
4257 inf  inf inf
4258 inf  inf inf
4259 inf  inf inf
4260 inf  inf inf
4261 inf  inf inf
4262 inf  inf inf
4263 inf  inf inf
4264 inf  inf inf
4265 inf  inf inf
4266 inf  inf inf
4267 inf  inf inf
4268 inf  inf inf
4269 inf  inf inf
4270 inf  inf inf
4271 inf  inf inf
4272 inf  inf inf
4273 inf  inf inf
4274 inf  inf inf
4275 inf  inf inf
4276 inf  inf inf
4277 inf  inf inf
4278 inf  inf inf
4279 inf  inf inf
4280 inf  inf inf
4281 inf  inf inf
4282 inf  inf inf
4283 inf  inf inf
4284 inf  inf inf
4285 inf  inf inf
4286 inf  inf inf
4287 inf  inf inf
4288 inf  inf inf
4289 inf  inf inf
4290 inf  inf inf
4291 inf  inf inf
4292 inf  inf inf
4293 inf  inf inf
4294 inf  inf inf
4295 inf  inf inf
4296 inf  inf inf
4297 inf  inf inf
4298 inf  inf inf
4299 inf  inf inf
4300 inf  inf inf
4301 inf  inf inf
4302 inf  inf inf
4303 inf  inf inf
4304 inf  inf inf
4305 inf  inf inf
4306 inf  inf inf
4307 inf  inf inf
4308 inf  inf inf
4309 inf  inf inf
4310 inf  inf inf
4311 inf  inf inf
4312 inf  inf inf
4313 inf  inf inf
4314 inf  inf inf
4315 inf  inf inf
4316 inf  inf inf
4317 inf  inf inf
4318 inf  inf inf
4319 inf  inf inf
4320 inf  inf inf
4321 inf  inf inf
4322 inf  inf inf
4323 inf  inf inf
4324 inf  inf inf
4325 inf  inf inf
4326 inf  inf inf
4327 inf  inf inf
4328 inf  inf inf
4329 inf  inf inf
4330 inf  inf inf
4331 inf  inf inf
4332 inf  inf inf
4333 inf  inf inf
4334 inf  inf inf
4335 inf  inf inf
4336 inf  inf inf
4337 inf  inf inf
4338 inf  inf inf
4339 inf  inf inf
4340 inf  inf inf
4341 inf  inf inf
4342 inf  inf inf
4343 inf  inf inf
4344 inf  inf inf
4345 inf  inf inf
4346 inf  inf inf
4347 inf  inf inf
4348 inf  inf inf
4349 inf  inf inf
4350 inf  inf inf
4351 inf  inf inf
4352 inf  inf inf
4353 inf  inf inf
4354 inf  inf inf
4355 inf  inf inf
4356 inf  inf inf
4357 inf  inf inf
4358 inf  inf inf
4359 inf  inf inf
4360 inf  inf inf
4361 inf  inf inf
4362 inf  inf inf
4363 inf  inf inf
4364 inf  inf inf
4365 inf  inf inf
4366 inf  inf inf
4367 inf  inf inf
4368 inf  inf inf
4369 inf  inf inf
4370 inf  inf inf
4371 inf  inf inf
4372 inf  inf inf
4373 inf  inf inf
4374 inf  inf inf
4375 inf  inf inf
4376 inf  inf inf
4377 inf  inf inf
4378 inf  inf inf
4379 inf  inf inf
4380 inf  inf inf
4381 inf  inf inf
4382 inf  inf inf
4383 inf  inf inf
4384 inf  inf inf
4385 inf  inf inf
4386 inf  inf inf
4387 inf  inf inf
4388 inf  inf inf
4389 inf  inf inf
4390 inf  inf inf
4391 inf  inf inf
4392 inf  inf inf
4393 inf  inf inf
4394 inf  inf inf
4395 inf  inf inf
4396 inf  inf inf
4397 inf  inf inf
4398 inf  inf inf
4399 inf  inf inf
4400 inf  inf inf
4401 inf  inf inf
4402 inf  inf inf
4403 inf  inf inf
4404 inf  inf inf
4405 inf  inf inf
4406 inf  inf inf
4407 inf  inf inf
4408 inf  inf inf
4409 inf  inf inf
4410 inf  inf inf
4411 inf  inf inf
4412 inf  inf inf
4413 inf  inf inf
4414 inf  inf inf
4415 inf  inf inf
4416 inf  inf inf
4417 inf  inf inf
4418 inf  inf inf
4419 inf  inf inf
4420 inf  inf inf
4421 inf  inf inf
4422 inf  inf inf
4423 inf  inf inf
4424 inf  inf inf
4425 inf  inf inf
4426 inf  inf inf
4427 inf  inf inf
4428 inf  inf inf
4429 inf  inf inf
4430 inf  inf inf
4431 inf  inf inf
4432 inf  inf inf
4433 inf  inf inf
4434 inf  inf inf
4435 inf  inf inf
4436 inf  inf inf
4437 inf  inf inf
4438 inf  inf inf
4439 inf  inf inf
4440 inf  inf inf
4441 inf  inf inf
4442 inf  inf inf
4443 inf  inf inf
4444 inf  inf inf
4445 inf  inf inf
4446 inf  inf inf
4447 inf  inf inf
4448 inf  inf inf
4449 inf  inf inf
4450 inf  inf inf
4451 inf  inf inf
4452 inf  inf inf
4453 inf  inf inf
4454 inf  inf inf
4455 inf  inf inf
4456 inf  inf inf
4457 inf  inf inf
4458 inf  inf inf
4459 inf  inf inf
4460 inf  inf inf
4461 inf  inf inf
4462 inf  inf inf
4463 inf  inf inf
4464 inf  inf inf
4465 inf  inf inf
4466 inf  inf inf
4467 inf  inf inf
4468 inf  inf inf
4469 inf  inf inf
4470 inf  inf inf
4471 inf  inf inf
4472 inf  inf inf
4473 inf  inf inf
4474 inf  inf inf
4475 inf  inf inf
4476 inf  inf inf
4477 inf  inf inf
4478 inf  inf inf
4479 inf  inf inf
4480 inf  inf inf
4481 inf  inf inf
4482 inf  inf inf
4483 inf  inf inf
4484 inf  inf inf
4485 inf  inf inf
4486 inf  inf inf
4487 inf  inf inf
4488 inf  inf inf
4489 inf  inf inf
4490 inf  inf inf
4491 inf  inf inf
4492 inf  inf inf
4493 inf  inf inf
4494 inf  inf inf
4495 inf  inf inf
4496 inf  inf inf
4497 inf  inf inf
4498 inf  inf inf
4499 inf  inf inf
4500 inf  inf inf
4501 inf  inf inf
4502 inf  inf inf
4503 inf  inf inf
4504 inf  inf inf
4505 inf  inf inf
4506 inf  inf inf
4507 inf  inf inf
4508 inf  inf inf
4509 inf  inf inf
4510 inf  inf inf
4511 inf  inf inf
4512 inf  inf inf
4513 inf  inf inf
4514 inf  inf inf
4515 inf  inf inf
4516 inf  inf inf
4517 inf  inf inf
4518 inf  inf inf
4519 inf  inf inf
4520 inf  inf inf
4521 inf  inf inf
4522 inf  inf inf
4523 inf  inf inf
4524 inf  inf inf
4525 inf  inf inf
4526 inf  inf inf
4527 inf  inf inf
4528 inf  inf inf
4529 inf  inf inf
4530 inf  inf inf
4531 inf  inf inf
4532 inf  inf inf
4533 inf  inf inf
4534 inf  inf inf
4535 inf  inf inf
4536 inf  inf inf
4537 inf  inf inf
4538 inf  inf inf
4539 inf  inf inf
4540 inf  inf inf
4541 inf  inf inf
4542 inf  inf inf
4543 inf  inf inf
4544 inf  inf inf
4545 inf  inf inf
4546 inf  inf inf
4547 inf  inf inf
4548 inf  inf inf
4549 inf  inf inf
4550 inf  inf inf
4551 inf  inf inf
4552 inf  inf inf
4553 inf  inf inf
4554 inf  inf inf
4555 inf  inf inf
4556 inf  inf inf
4557 inf  inf inf
4558 inf  inf inf
4559 inf  inf inf
4560 inf  inf inf
4561 inf  inf inf
4562 inf  inf inf
4563 inf  inf inf
4564 inf  inf inf
4565 inf  inf inf
4566 inf  inf inf
4567 inf  inf inf
4568 inf  inf inf
4569 inf  inf inf
4570 inf  inf inf
4571 inf  inf inf
4572 inf  inf inf
4573 inf  inf inf
4574 inf  inf inf
4575 inf  inf inf
4576 inf  inf inf
4577 inf  inf inf
4578 inf  inf inf
4579 inf  inf inf
4580 inf  inf inf
4581 inf  inf inf
4582 inf  inf inf
4583 inf  inf inf
4584 inf  inf inf
4585 inf  inf inf
4586 inf  inf inf
4587 inf  inf inf
4588 inf  inf inf
4589 inf  inf inf
4590 inf  inf inf
4591 inf  inf inf
4592 inf  inf inf
4593 inf  inf inf
4594 inf  inf inf
4595 inf  inf inf
4596 inf  inf inf
4597 inf  inf inf
4598 inf  inf inf
4599 inf  inf inf
4600 inf  inf inf
4601 inf  inf inf
4602 inf  inf inf
4603 inf  inf inf
4604 inf  inf inf
4605 inf  inf inf
4606 inf  inf inf
4607 inf  inf inf
4608 inf  inf inf
4609 inf  inf inf
4610 inf  inf inf
4611 inf  inf inf
4612 inf  inf inf
4613 inf  inf inf
4614 inf  inf inf
4615 inf  inf inf
4616 inf  inf inf
4617 inf  inf inf
4618 inf  inf inf
4619 inf  inf inf
4620 inf  inf inf
4621 inf  inf inf
4622 inf  inf inf
4623 inf  inf inf
4624 inf  inf inf
4625 inf  inf inf
4626 inf  inf inf
4627 inf  inf inf
4628 inf  inf inf
4629 inf  inf inf
4630 inf  inf inf
4631 inf  inf inf
4632 inf  inf inf
4633 inf  inf inf
4634 inf  inf inf
4635 inf  inf inf
4636 inf  inf inf
4637 inf  inf inf
4638 inf  inf inf
4639 inf  inf inf
4640 inf  inf inf
4641 inf  inf inf
4642 inf  inf inf
4643 inf  inf inf
4644 inf  inf inf
4645 inf  inf inf
4646 inf  inf inf
4647 inf  inf inf
4648 inf  inf inf
4649 inf  inf inf
4650 inf  inf inf
4651 inf  inf inf
4652 inf  inf inf
4653 inf  inf inf
4654 inf  inf inf
4655 inf  inf inf
4656 inf  inf inf
4657 inf  inf inf
4658 inf  inf inf
4659 inf  inf inf
4660 inf  inf inf
4661 inf  inf inf
4662 inf  inf inf
4663 inf  inf inf
4664 inf  inf inf
4665 inf  inf inf
4666 inf  inf inf
4667 inf  inf inf
4668 inf  inf inf
4669 inf  inf inf
4670 inf  inf inf
4671 inf  inf inf
4672 inf  inf inf
4673 inf  inf inf
4674 inf  inf inf
4675 inf  inf inf
4676 inf  inf inf
4677 inf  inf inf
4678 inf  inf inf
4679 inf  inf inf
4680 inf  inf inf
4681 inf  inf inf
4682 inf  inf inf
4683 inf  inf inf
4684 inf  inf inf
4685 inf  inf inf
4686 inf  inf inf
4687 inf  inf inf
4688 inf  inf inf
4689 inf  inf inf
4690 inf  inf inf
4691 inf  inf inf
4692 inf  inf inf
4693 inf  inf inf
4694 inf  inf inf
4695 inf  inf inf
4696 inf  inf inf
4697 inf  inf inf
4698 inf  inf inf
4699 inf  inf inf
4700 inf  inf inf
4701 inf  inf inf
4702 inf  inf inf
4703 inf  inf inf
4704 inf  inf inf
4705 inf  inf inf
4706 inf  inf inf
4707 inf  inf inf
4708 inf  inf inf
4709 inf  inf inf
4710 inf  inf inf
4711 inf  inf inf
4712 inf  inf inf
4713 inf  inf inf
4714 inf  inf inf
4715 inf  inf inf
4716 inf  inf inf
4717 inf  inf inf
4718 inf  inf inf
4719 inf  inf inf
4720 inf  inf inf
4721 inf  inf inf
4722 inf  inf inf
4723 inf  inf inf
4724 inf  inf inf
4725 inf  inf inf
4726 inf  inf inf
4727 inf  inf inf
4728 inf  inf inf
4729 inf  inf inf
4730 inf  inf inf
4731 inf  inf inf
4732 inf  inf inf
4733 inf  inf inf
4734 inf  inf inf
4735 inf  inf inf
4736 inf  inf inf
4737 inf  inf inf
4738 inf  inf inf
4739 inf  inf inf
4740 inf  inf inf
4741 inf  inf inf
4742 inf  inf inf
4743 inf  inf inf
4744 inf  inf inf
4745 inf  inf inf
4746 inf  inf inf
4747 inf  inf inf
4748 inf  inf inf
4749 inf  inf inf
4750 inf  inf inf
4751 inf  inf inf
4752 inf  inf inf
4753 inf  inf inf
4754 inf  inf inf
4755 inf  inf inf
4756 inf  inf inf
4757 inf  inf inf
4758 inf  inf inf
4759 inf  inf inf
4760 inf  inf inf
4761 inf  inf inf
4762 inf  inf inf
4763 inf  inf inf
4764 inf  inf inf
4765 inf  inf inf
4766 inf  inf inf
4767 inf  inf inf
4768 inf  inf inf
4769 inf  inf inf
4770 inf  inf inf
4771 inf  inf inf
4772 inf  inf inf
4773 inf  inf inf
4774 inf  inf inf
4775 inf  inf inf
4776 inf  inf inf
4777 inf  inf inf
4778 inf  inf inf
4779 inf  inf inf
4780 inf  inf inf
4781 inf  inf inf
4782 inf  inf inf
4783 inf  inf inf
4784 inf  inf inf
4785 inf  inf inf
4786 inf  inf inf
4787 inf  inf inf
4788 inf  inf inf
4789 inf  inf inf
4790 inf  inf inf
4791 inf  inf inf
4792 inf  inf inf
4793 inf  inf inf
4794 inf  inf inf
4795 inf  inf inf
4796 inf  inf inf
4797 inf  inf inf
4798 inf  inf inf
4799 inf  inf inf
4800 inf  inf inf
4801 inf  inf inf
4802 inf  inf inf
4803 inf  inf inf
4804 inf  inf inf
4805 inf  inf inf
4806 inf  inf inf
4807 inf  inf inf
4808 inf  inf inf
4809 inf  inf inf
4810 inf  inf inf
4811 inf  inf inf
4812 inf  inf inf
4813 inf  inf inf
4814 inf  inf inf
4815 inf  inf inf
4816 inf  inf inf
4817 inf  inf inf
4818 inf  inf inf
4819 inf  inf inf
4820 inf  inf inf
4821 inf  inf inf
4822 inf  inf inf
4823 inf  inf inf
4824 inf  inf inf
4825 inf  inf inf
4826 inf  inf inf
4827 inf  inf inf
4828 inf  inf inf
4829 inf  inf inf
4830 inf  inf inf
4831 inf  inf inf
4832 inf  inf inf
4833 inf  inf inf
4834 inf  inf inf
4835 inf  inf inf
4836 inf  inf inf
4837 inf  inf inf
4838 inf  inf inf
4839 inf  inf inf
4840 inf  inf inf
4841 inf  inf inf
4842 inf  inf inf
4843 inf  inf inf
4844 inf  inf inf
4845 inf  inf inf
4846 inf  inf inf
4847 inf  inf inf
4848 inf  inf inf
4849 inf  inf inf
4850 inf  inf inf
4851 inf  inf inf
4852 inf  inf inf
4853 inf  inf inf
4854 inf  inf inf
4855 inf  inf inf
4856 inf  inf inf
4857 inf  inf inf
4858 inf  inf inf
4859 inf  inf inf
4860 inf  inf inf
4861 inf  inf inf
4862 inf  inf inf
4863 inf  inf inf
4864 inf  inf inf
4865 inf  inf inf
4866 inf  inf inf
4867 inf  inf inf
4868 inf  inf inf
4869 inf  inf inf
4870 inf  inf inf
4871 inf  inf inf
4872 inf  inf inf
4873 inf  inf inf
4874 inf  inf inf
4875 inf  inf inf
4876 inf  inf inf
4877 inf  inf inf
4878 inf  inf inf
4879 inf  inf inf
4880 inf  inf inf
4881 inf  inf inf
4882 inf  inf inf
4883 inf  inf inf
4884 inf  inf inf
4885 inf  inf inf
4886 inf  inf inf
4887 inf  inf inf
4888 inf  inf inf
4889 inf  inf inf
4890 inf  inf inf
4891 inf  inf inf
4892 inf  inf inf
4893 inf  inf inf
4894 inf  inf inf
4895 inf  inf inf
4896 inf  inf inf
4897 inf  inf inf
4898 inf  inf inf
4899 inf  inf inf
4900 inf  inf inf
4901 inf  inf inf
4902 inf  inf inf
4903 inf  inf inf
4904 inf  inf inf
4905 inf  inf inf
4906 inf  inf inf
4907 inf  inf inf
4908 inf  inf inf
4909 inf  inf inf
4910 inf  inf inf
4911 inf  inf inf
4912 inf  inf inf
4913 inf  inf inf
4914 inf  inf inf
4915 inf  inf inf
4916 inf  inf inf
4917 inf  inf inf
4918 inf  inf inf
4919 inf  inf inf
4920 inf  inf inf
4921 inf  inf inf
4922 inf  inf inf
4923 inf  inf inf
4924 inf  inf inf
4925 inf  inf inf
4926 inf  inf inf
4927 inf  inf inf
4928 inf  inf inf
4929 inf  inf inf
4930 inf  inf inf
4931 inf  inf inf
4932 inf  inf inf
4933 inf  inf inf
4934 inf  inf inf
4935 inf  inf inf
4936 inf  inf inf
4937 inf  inf inf
4938 inf  inf inf
4939 inf  inf inf
4940 inf  inf inf
4941 inf  inf inf
4942 inf  inf inf
4943 inf  inf inf
4944 inf  inf inf
4945 inf  inf inf
4946 inf  inf inf
4947 inf  inf inf
4948 inf  inf inf
4949 inf  inf inf
4950 inf  inf inf
4951 inf  inf inf
4952 inf  inf inf
4953 inf  inf inf
4954 inf  inf inf
4955 inf  inf inf
4956 inf  inf inf
4957 inf  inf inf
4958 inf  inf inf
4959 inf  inf inf
4960 inf  inf inf
4961 inf  inf inf
4962 inf  inf inf
4963 inf  inf inf
4964 inf  inf inf
4965 inf  inf inf
4966 inf  inf inf
4967 inf  inf inf
4968 inf  inf inf
4969 inf  inf inf
4970 inf  inf inf
4971 inf  inf inf
4972 inf  inf inf
4973 inf  inf inf
4974 inf  inf inf
4975 inf  inf inf
4976 inf  inf inf
4977 inf  inf inf
4978 inf  inf inf
4979 inf  inf inf
4980 inf  inf inf
4981 inf  inf inf
4982 inf  inf inf
4983 inf  inf inf
4984 inf  inf inf
4985 inf  inf inf
4986 inf  inf inf
4987 inf  inf inf
4988 inf  inf inf
4989 inf  inf inf
4990 inf  inf inf
4991 inf  inf inf
4992 inf  inf inf
4993 inf  inf inf
4994 inf  inf inf
4995 inf  inf inf
4996 inf  inf inf
4997 inf  inf inf
4998 inf  inf inf
4999 inf  inf inf
5000 inf  inf inf
5001 inf  inf inf
5002 inf  inf inf
5003 inf  inf inf
5004 inf  inf inf
5005 inf  inf inf
5006 inf  inf inf
5007 inf  inf inf
5008 inf  inf inf
5009 inf  inf inf
5010 inf  inf inf
5011 inf  inf inf
5012 inf  inf inf
5013 inf  inf inf
5014 inf  inf inf
5015 inf  inf inf
5016 inf  inf inf
5017 inf  inf inf
5018 inf  inf inf
5019 inf  inf inf
5020 inf  inf inf
5021 inf  inf inf
5022 inf  inf inf
5023 inf  inf inf
5024 inf  inf inf
5025 inf  inf inf
5026 inf  inf inf
5027 inf  inf inf
5028 inf  inf inf
5029 inf  inf inf
5030 inf  inf inf
5031 inf  inf inf
5032 inf  inf inf
5033 inf  inf inf
5034 inf  inf inf
5035 inf  inf inf
5036 inf  inf inf
5037 inf  inf inf
5038 inf  inf inf
5039 inf  inf inf
5040 inf  inf inf
5041 inf  inf inf
5042 inf  inf inf
5043 inf  inf inf
5044 inf  inf inf
5045 inf  inf inf
5046 inf  inf inf
5047 inf  inf inf
5048 inf  inf inf
5049 inf  inf inf
5050 inf  inf inf
5051 inf  inf inf
5052 inf  inf inf
5053 inf  inf inf
5054 inf  inf inf
5055 inf  inf inf
5056 inf  inf inf
5057 inf  inf inf
5058 inf  inf inf
5059 inf  inf inf
5060 inf  inf inf
5061 inf  inf inf
5062 inf  inf inf
5063 inf  inf inf
5064 inf  inf inf
5065 inf  inf inf
5066 inf  inf inf
5067 inf  inf inf
5068 inf  inf inf
5069 inf  inf inf
5070 inf  inf inf
5071 inf  inf inf
5072 inf  inf inf
5073 inf  inf inf
5074 inf  inf inf
5075 inf  inf inf
5076 inf  inf inf
5077 inf  inf inf
5078 inf  inf inf
5079 inf  inf inf
5080 inf  inf inf
5081 inf  inf inf
5082 inf  inf inf
5083 inf  inf inf
5084 inf  inf inf
5085 inf  inf inf
5086 inf  inf inf
5087 inf  inf inf
5088 inf  inf inf
5089 inf  inf inf
5090 inf  inf inf
5091 inf  inf inf
5092 inf  inf inf
5093 inf  inf inf
5094 inf  inf inf
5095 inf  inf inf
5096 inf  inf inf
5097 inf  inf inf
5098 inf  inf inf
5099 inf  inf inf
5100 inf  inf inf
5101 inf  inf inf
5102 inf  inf inf
5103 inf  inf inf
5104 inf  inf inf
5105 inf  inf inf
5106 inf  inf inf
5107 inf  inf inf
5108 inf  inf inf
5109 inf  inf inf
5110 inf  inf inf
5111 inf  inf inf
5112 inf  inf inf
5113 inf  inf inf
5114 inf  inf inf
5115 inf  inf inf
5116 inf  inf inf
5117 inf  inf inf
5118 inf  inf inf
5119 inf  inf inf
5120 inf  inf inf
5121 inf  inf inf
5122 inf  inf inf
5123 inf  inf inf
5124 inf  inf inf
5125 inf  inf inf
5126 inf  inf inf
5127 inf  inf inf
5128 inf  inf inf
5129 inf  inf inf
5130 inf  inf inf
5131 inf  inf inf
5132 inf  inf inf
5133 inf  inf inf
5134 inf  inf inf
5135 inf  inf inf
5136 inf  inf inf
5137 inf  inf inf
5138 inf  inf inf
5139 inf  inf inf
5140 inf  inf inf
5141 inf  inf inf
5142 inf  inf inf
5143 inf  inf inf
5144 inf  inf inf
5145 inf  inf inf
5146 inf  inf inf
5147 inf  inf inf
5148 inf  inf inf
5149 inf  inf inf
5150 inf  inf inf
5151 inf  inf inf
5152 inf  inf inf
5153 inf  inf inf
5154 inf  inf inf
5155 inf  inf inf
5156 inf  inf inf
5157 inf  inf inf
5158 inf  inf inf
5159 inf  inf inf
5160 inf  inf inf
5161 inf  inf inf
5162 inf  inf inf
5163 inf  inf inf
5164 inf  inf inf
5165 inf  inf inf
5166 inf  inf inf
5167 inf  inf inf
5168 inf  inf inf
5169 inf  inf inf
5170 inf  inf inf
5171 inf  inf inf
5172 inf  inf inf
5173 inf  inf inf
5174 inf  inf inf
5175 inf  inf inf
5176 inf  inf inf
5177 inf  inf inf
5178 inf  inf inf
5179 inf  inf inf
5180 inf  inf inf
5181 inf  inf inf
5182 inf  inf inf
5183 inf  inf inf
5184 inf  inf inf
5185 inf  inf inf
5186 inf  inf inf
5187 inf  inf inf
5188 inf  inf inf
5189 inf  inf inf
5190 inf  inf inf
5191 inf  inf inf
5192 inf  inf inf
5193 inf  inf inf
5194 inf  inf inf
5195 inf  inf inf
5196 inf  inf inf
5197 inf  inf inf
5198 inf  inf inf
5199 inf  inf inf
5200 inf  inf inf
5201 inf  inf inf
5202 inf  inf inf
5203 inf  inf inf
5204 inf  inf inf
5205 inf  inf inf
5206 inf  inf inf
5207 inf  inf inf
5208 inf  inf inf
5209 inf  inf inf
5210 inf  inf inf
5211 inf  inf inf
5212 inf  inf inf
5213 inf  inf inf
5214 inf  inf inf
5215 inf  inf inf
5216 inf  inf inf
5217 inf  inf inf
5218 inf  inf inf
5219 inf  inf inf
5220 inf  inf inf
5221 inf  inf inf
5222 inf  inf inf
5223 inf  inf inf
5224 inf  inf inf
5225 inf  inf inf
5226 inf  inf inf
5227 inf  inf inf
5228 inf  inf inf
5229 inf  inf inf
5230 inf  inf inf
5231 inf  inf inf
5232 inf  inf inf
5233 inf  inf inf
5234 inf  inf inf
5235 inf  inf inf
5236 inf  inf inf
5237 inf  inf inf
5238 inf  inf inf
5239 inf  inf inf
5240 inf  inf inf
5241 inf  inf inf
5242 inf  inf inf
5243 inf  inf inf
5244 inf  inf inf
5245 inf  inf inf
5246 inf  inf inf
5247 inf  inf inf
5248 inf  inf inf
5249 inf  inf inf
5250 inf  inf inf
5251 inf  inf inf
5252 inf  inf inf
5253 inf  inf inf
5254 inf  inf inf
5255 inf  inf inf
5256 inf  inf inf
5257 inf  inf inf
5258 inf  inf inf
5259 inf  inf inf
5260 inf  inf inf
5261 inf  inf inf
5262 inf  inf inf
5263 inf  inf inf
5264 inf  inf inf
5265 inf  inf inf
5266 inf  inf inf
5267 inf  inf inf
5268 inf  inf inf
5269 inf  inf inf
5270 inf  inf inf
5271 inf  inf inf
5272 inf  inf inf
5273 inf  inf inf
5274 inf  inf inf
5275 inf  inf inf
5276 inf  inf inf
5277 inf  inf inf
5278 inf  inf inf
5279 inf  inf inf
5280 inf  inf inf
5281 inf  inf inf
5282 inf  inf inf
5283 inf  inf inf
5284 inf  inf inf
5285 inf  inf inf
5286 inf  inf inf
5287 inf  inf inf
5288 inf  inf inf
5289 inf  inf inf
5290 inf  inf inf
5291 inf  inf inf
5292 inf  inf inf
5293 inf  inf inf
5294 inf  inf inf
5295 inf  inf inf
5296 inf  inf inf
5297 inf  inf inf
5298 inf  inf inf
5299 inf  inf inf
5300 inf  inf inf
5301 inf  inf inf
5302 inf  inf inf
5303 inf  inf inf
5304 inf  inf inf
5305 inf  inf inf
5306 inf  inf inf
5307 inf  inf inf
5308 inf  inf inf
5309 inf  inf inf
5310 inf  inf inf
5311 inf  inf inf
5312 inf  inf inf
5313 inf  inf inf
5314 inf  inf inf
5315 inf  inf inf
5316 inf  inf inf
5317 inf  inf inf
5318 inf  inf inf
5319 inf  inf inf
5320 inf  inf inf
5321 inf  inf inf
5322 inf  inf inf
5323 inf  inf inf
5324 inf  inf inf
5325 inf  inf inf
5326 inf  inf inf
5327 inf  inf inf
5328 inf  inf inf
5329 inf  inf inf
5330 inf  inf inf
5331 inf  inf inf
5332 inf  inf inf
5333 inf  inf inf
5334 inf  inf inf
5335 inf  inf inf
5336 inf  inf inf
5337 inf  inf inf
5338 inf  inf inf
5339 inf  inf inf
5340 inf  inf inf
5341 inf  inf inf
5342 inf  inf inf
5343 inf  inf inf
5344 inf  inf inf
5345 inf  inf inf
5346 inf  inf inf
5347 inf  inf inf
5348 inf  inf inf
5349 inf  inf inf
5350 inf  inf inf
5351 inf  inf inf
5352 inf  inf inf
5353 inf  inf inf
5354 inf  inf inf
5355 inf  inf inf
5356 inf  inf inf
5357 inf  inf inf
5358 inf  inf inf
5359 inf  inf inf
5360 inf  inf inf
5361 inf  inf inf
5362 inf  inf inf
5363 inf  inf inf
5364 inf  inf inf
5365 inf  inf inf
5366 inf  inf inf
5367 inf  inf inf
5368 inf  inf inf
5369 inf  inf inf
5370 inf  inf inf
5371 inf  inf inf
5372 inf  inf inf
5373 inf  inf inf
5374 inf  inf inf
5375 inf  inf inf
5376 inf  inf inf
5377 inf  inf inf
5378 inf  inf inf
5379 inf  inf inf
5380 inf  inf inf
5381 inf  inf inf
5382 inf  inf inf
5383 inf  inf inf
5384 inf  inf inf
5385 inf  inf inf
5386 inf  inf inf
5387 inf  inf inf
5388 inf  inf inf
5389 inf  inf inf
5390 inf  inf inf
5391 inf  inf inf
5392 inf  inf inf
5393 inf  inf inf
5394 inf  inf inf
5395 inf  inf inf
5396 inf  inf inf
5397 inf  inf inf
5398 inf  inf inf
5399 inf  inf inf
5400 inf  inf inf
5401 inf  inf inf
5402 inf  inf inf
5403 inf  inf inf
5404 inf  inf inf
5405 inf  inf inf
5406 inf  inf inf
5407 inf  inf inf
5408 inf  inf inf
5409 inf  inf inf
5410 inf  inf inf
5411 inf  inf inf
5412 inf  inf inf
5413 inf  inf inf
5414 inf  inf inf
5415 inf  inf inf
5416 inf  inf inf
5417 inf  inf inf
5418 inf  inf inf
5419 inf  inf inf
5420 inf  inf inf
5421 inf  inf inf
5422 inf  inf inf
5423 inf  inf inf
5424 inf  inf inf
5425 inf  inf inf
5426 inf  inf inf
5427 inf  inf inf
5428 inf  inf inf
5429 inf  inf inf
5430 inf  inf inf
5431 inf  inf inf
5432 inf  inf inf
5433 inf  inf inf
5434 inf  inf inf
5435 inf  inf inf
5436 inf  inf inf
5437 inf  inf inf
5438 inf  inf inf
5439 inf  inf inf
5440 inf  inf inf
5441 inf  inf inf
5442 inf  inf inf
5443 inf  inf inf
5444 inf  inf inf
5445 inf  inf inf
5446 inf  inf inf
5447 inf  inf inf
5448 inf  inf inf
5449 inf  inf inf
5450 inf  inf inf
5451 inf  inf inf
5452 inf  inf inf
5453 inf  inf inf
5454 inf  inf inf
5455 inf  inf inf
5456 inf  inf inf
5457 inf  inf inf
5458 inf  inf inf
